GENE.NAME,HV0_LFC_nonDE_log2FoldChange,HV0_LFC_nonDE_padj,HV12_LFC_nonDE_log2FoldChange,HV12_LFC_nonDE_padj,HV24_LFC_nonDE_log2FoldChange,HV24_LFC_nonDE_padj,HV36_LFC_nonDE_log2FoldChange,HV36_LFC_nonDE_padj,KEGG,PathwayID,Pathway_info,Details
MED4_ftsH4,0.01527428,0.999823315,0.210345238,0.520513403,0.68097335,0.055515501,0.462775348,0.037900506,K03798,9112,Enzyme families,01002 Peptidases [BR:ko01002]
MED4_ftsI,0.161346321,0.999823315,-0.105078728,0.789434941,0.886414367,0.009918873,0.320943557,0.168345354,K03587,9107,Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550]
MED4_ftsI,0.161346321,0.999823315,-0.105078728,0.789434941,0.886414367,0.009918873,0.320943557,0.168345354,K03587,9107,Glycan biosynthesis and metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
MED4_ftsI,0.161346321,0.999823315,-0.105078728,0.789434941,0.886414367,0.009918873,0.320943557,0.168345354,K03587,9124,Replication and repair,03036 Chromosome and associated proteins [BR:ko03036]
MED4_ftsQ,0.029715671,0.999823315,-0.348543798,0.389192016,0.133607101,0.83818596,-0.012314689,0.981672283,K03589,9124,Replication and repair,03036 Chromosome and associated proteins [BR:ko03036]
MED4_ftsQ,0.029715671,0.999823315,-0.348543798,0.389192016,0.133607101,0.83818596,-0.012314689,0.981672283,K03589,9143,Cell growth and death,04112 Cell cycle - Caulobacter [PATH:ko04112]
MED4_ftsW,-0.113709705,0.999823315,0.240216463,0.464302541,0.398533347,0.409557245,0.198582605,0.597221334,K03588,9143,Cell growth and death,04112 Cell cycle - Caulobacter [PATH:ko04112]
MED4_ftsW,-0.113709705,0.999823315,0.240216463,0.464302541,0.398533347,0.409557245,0.198582605,0.597221334,K03588,9131,Membrane transport,02000 Transporters [BR:ko02000]
MED4_ftsW,-0.113709705,0.999823315,0.240216463,0.464302541,0.398533347,0.409557245,0.198582605,0.597221334,K03588,9124,Replication and repair,03036 Chromosome and associated proteins [BR:ko03036]
MED4_ftsY,-0.079266937,0.999823315,0.360757389,0.398480351,0.38124927,0.403670138,-0.284098338,0.375142818,K03110,9123,"Folding, sorting and degradation",03060 Protein export [PATH:ko03060]
MED4_ftsY,-0.079266937,0.999823315,0.360757389,0.398480351,0.38124927,0.403670138,-0.284098338,0.375142818,K03110,9131,Membrane transport,03070 Bacterial secretion system [PATH:ko03070]
MED4_ftsY,-0.079266937,0.999823315,0.360757389,0.398480351,0.38124927,0.403670138,-0.284098338,0.375142818,K03110,9131,Membrane transport,02044 Secretion system [BR:ko02044]
MED4_ftsY,-0.079266937,0.999823315,0.360757389,0.398480351,0.38124927,0.403670138,-0.284098338,0.375142818,K03110,9145,Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024]
MED4_ftsZ,-0.012619643,0.999823315,-0.130308678,0.839484734,-1.216529645,0.000510932,-0.85849513,0.000106066,K03531,9141,Transport and catabolism,02048 Prokaryotic Defense System [BR:ko02048]
MED4_ftsZ,-0.012619643,0.999823315,-0.130308678,0.839484734,-1.216529645,0.000510932,-0.85849513,0.000106066,K03531,9124,Replication and repair,03036 Chromosome and associated proteins [BR:ko03036]
MED4_ftsZ,-0.012619643,0.999823315,-0.130308678,0.839484734,-1.216529645,0.000510932,-0.85849513,0.000106066,K03531,9142,Cell motility,04812 Cytoskeleton proteins [BR:ko04812]
MED4_ftsZ,-0.012619643,0.999823315,-0.130308678,0.839484734,-1.216529645,0.000510932,-0.85849513,0.000106066,K03531,9143,Cell growth and death,04112 Cell cycle - Caulobacter [PATH:ko04112]
MED4_fumc,0.065805517,0.999823315,0.136692118,0.682452485,0.502248097,0.163730393,-0.354851266,0.141977594,K01679,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
MED4_fumc,0.065805517,0.999823315,0.136692118,0.682452485,0.502248097,0.163730393,-0.354851266,0.141977594,K01679,9102,Energy metabolism,00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]
MED4_fumc,0.065805517,0.999823315,0.136692118,0.682452485,0.502248097,0.163730393,-0.354851266,0.141977594,K01679,9101,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020]
MED4_fur,0.079204035,0.999823315,-0.273236282,0.437742459,-0.472239906,0.254988723,-0.478595183,0.014472792,K03711,9121,Transcription,03000 Transcription factors [BR:ko03000]
MED4_fusA,-0.198933859,0.999823315,-0.2966001,0.500797551,-1.669922697,2.32E-09,-0.765676387,4.59E-06,K02355,9122,Translation,03012 Translation factors [BR:ko03012]
MED4_fusA,-0.198933859,0.999823315,-0.2966001,0.500797551,-1.669922697,2.32E-09,-0.765676387,4.59E-06,K02355,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
MED4_gadB,-0.242000425,0.999823315,-0.109708765,0.823363988,0.758550279,0.038809525,1.144581976,6.12E-06,K13745,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
MED4_gadB,-0.242000425,0.999823315,-0.109708765,0.823363988,0.758550279,0.038809525,1.144581976,6.12E-06,K01590,9105,Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340]
MED4_galE,-0.004751322,0.999823315,0.796140443,0.007903229,1.028967234,0.022579879,0.199635039,0.509810198,K01784,9107,Glycan biosynthesis and metabolism,00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]
MED4_galE,-0.004751322,0.999823315,0.796140443,0.007903229,1.028967234,0.022579879,0.199635039,0.509810198,K01784,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
MED4_galE,-0.004751322,0.999823315,0.796140443,0.007903229,1.028967234,0.022579879,0.199635039,0.509810198,K01784,9101,Carbohydrate metabolism,00052 Galactose metabolism [PATH:ko00052]
MED4_galM,0.279724541,0.999823315,0.461334938,0.20219802,-0.164907349,0.789522972,0.049801472,0.930704792,K01785,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
MED4_galM,0.279724541,0.999823315,0.461334938,0.20219802,-0.164907349,0.789522972,0.049801472,0.930704792,K01785,9101,Carbohydrate metabolism,00052 Galactose metabolism [PATH:ko00052]
MED4_gap2,-0.053475535,0.999823315,0.070636064,0.883530892,-2.000858223,2.85E-11,-0.54316771,0.002858818,K00150,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
MED4_gap2,-0.053475535,0.999823315,0.070636064,0.883530892,-2.000858223,2.85E-11,-0.54316771,0.002858818,K00150,9102,Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]
MED4_gap3,-0.162855077,0.999823315,-0.01178848,0.988419529,1.070139011,0.00569563,1.168937225,1.43E-06,K00134,9123,"Folding, sorting and degradation",04131 Membrane trafficking [BR:ko04131]
MED4_gap3,-0.162855077,0.999823315,-0.01178848,0.988419529,1.070139011,0.00569563,1.168937225,1.43E-06,K00134,9102,Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]
MED4_gap3,-0.162855077,0.999823315,-0.01178848,0.988419529,1.070139011,0.00569563,1.168937225,1.43E-06,K00134,9132,Signal transduction,04066 HIF-1 signaling pathway [PATH:ko04066]
MED4_gap3,-0.162855077,0.999823315,-0.01178848,0.988419529,1.070139011,0.00569563,1.168937225,1.43E-06,K00134,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
MED4_gap3,-0.162855077,0.999823315,-0.01178848,0.988419529,1.070139011,0.00569563,1.168937225,1.43E-06,K00134,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
MED4_gatA,0.156099495,0.999823315,-0.087638466,0.860377581,-0.357304053,0.376332334,0.310351477,0.113238047,K02433,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
MED4_gatA,0.156099495,0.999823315,-0.087638466,0.860377581,-0.357304053,0.376332334,0.310351477,0.113238047,K02433,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
MED4_gatB,-0.002395951,0.999823315,-0.050829281,0.910838319,-0.720076357,0.061346315,-0.597337368,0.00827741,K02434,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
MED4_gatB,-0.002395951,0.999823315,-0.050829281,0.910838319,-0.720076357,0.061346315,-0.597337368,0.00827741,K02434,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
MED4_gatC,-0.146975142,0.999823315,-0.238423236,0.532242787,-0.436084976,0.312097558,-1.154390309,1.18E-06,K02435,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
MED4_gatC,-0.146975142,0.999823315,-0.238423236,0.532242787,-0.436084976,0.312097558,-1.154390309,1.18E-06,K02435,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
MED4_gcpE,0.093737455,0.999823315,0.017052768,0.978155147,-0.213459976,0.632626333,0.568868998,0.013309978,K03526,9109,Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ko00900]
MED4_gcvH,-0.315027041,0.999823315,-0.482451008,0.207548102,-0.144892538,0.794016172,-0.078751766,0.827340105,K02437,9101,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
MED4_gcvH,-0.315027041,0.999823315,-0.482451008,0.207548102,-0.144892538,0.794016172,-0.078751766,0.827340105,K02437,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
MED4_gcvP,0.120313528,0.999823315,-0.399393988,0.222771112,0.076907623,0.870718901,-0.563555999,0.006016514,K00281,9101,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
MED4_gcvP,0.120313528,0.999823315,-0.399393988,0.222771112,0.076907623,0.870718901,-0.563555999,0.006016514,K00281,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
MED4_gcvT,0.063928765,0.999823315,-0.165112414,0.647364057,0.46813296,0.285932267,-0.800322969,0.001078352,K00605,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
MED4_gcvT,0.063928765,0.999823315,-0.165112414,0.647364057,0.46813296,0.285932267,-0.800322969,0.001078352,K00605,9108,Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670]
MED4_gcvT,0.063928765,0.999823315,-0.165112414,0.647364057,0.46813296,0.285932267,-0.800322969,0.001078352,K00605,9101,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
MED4_ggpP,0.030189627,0.999823315,-0.004426464,0.991954433,0.297679223,0.477430458,0.617303311,0.011152611,K05978,9191,Metabolism,99999 Others
MED4_glcH,-0.283447009,0.999823315,0.688102397,0.059254278,0.381156892,0.293003793,-0.353867428,0.100782949,K03292,9193,Cellular processes and signaling,99977 Transport
MED4_gldA,-0.204926896,0.999823315,0.113016167,0.760424769,-0.072261902,0.867564841,-0.006303959,0.980562206,K00001,9111,Xenobiotics biodegradation and metabolism,00982 Drug metabolism - cytochrome P450 [PATH:ko00982]
MED4_gldA,-0.204926896,0.999823315,0.113016167,0.760424769,-0.072261902,0.867564841,-0.006303959,0.980562206,K00005,9101,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640]
MED4_gldA,-0.204926896,0.999823315,0.113016167,0.760424769,-0.072261902,0.867564841,-0.006303959,0.980562206,K00005,9103,Lipid metabolism,00561 Glycerolipid metabolism [PATH:ko00561]
MED4_gldA,-0.204926896,0.999823315,0.113016167,0.760424769,-0.072261902,0.867564841,-0.006303959,0.980562206,K00001,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
MED4_gldA,-0.204926896,0.999823315,0.113016167,0.760424769,-0.072261902,0.867564841,-0.006303959,0.980562206,K00001,9108,Metabolism of cofactors and vitamins,00830 Retinol metabolism [PATH:ko00830]
MED4_gldA,-0.204926896,0.999823315,0.113016167,0.760424769,-0.072261902,0.867564841,-0.006303959,0.980562206,K00001,9103,Lipid metabolism,00071 Fatty acid degradation [PATH:ko00071]
MED4_gldA,-0.204926896,0.999823315,0.113016167,0.760424769,-0.072261902,0.867564841,-0.006303959,0.980562206,K00001,9111,Xenobiotics biodegradation and metabolism,00625 Chloroalkane and chloroalkene degradation [PATH:ko00625]
MED4_gldA,-0.204926896,0.999823315,0.113016167,0.760424769,-0.072261902,0.867564841,-0.006303959,0.980562206,K00001,9105,Amino acid metabolism,00350 Tyrosine metabolism [PATH:ko00350]
MED4_gldA,-0.204926896,0.999823315,0.113016167,0.760424769,-0.072261902,0.867564841,-0.006303959,0.980562206,K00001,9111,Xenobiotics biodegradation and metabolism,00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]
MED4_gldA,-0.204926896,0.999823315,0.113016167,0.760424769,-0.072261902,0.867564841,-0.006303959,0.980562206,K00001,9111,Xenobiotics biodegradation and metabolism,00626 Naphthalene degradation [PATH:ko00626]
MED4_glgA,-0.137372059,0.999823315,-0.224403577,0.491440438,-1.530789141,1.91E-06,-0.006353205,0.980562206,K00703,9145,Cellular community - prokaryotes,02026 Biofilm formation - Escherichia coli [PATH:ko02026]
MED4_glgA,-0.137372059,0.999823315,-0.224403577,0.491440438,-1.530789141,1.91E-06,-0.006353205,0.980562206,K00703,9107,Glycan biosynthesis and metabolism,01003 Glycosyltransferases [BR:ko01003]
MED4_glgA,-0.137372059,0.999823315,-0.224403577,0.491440438,-1.530789141,1.91E-06,-0.006353205,0.980562206,K00703,9101,Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
MED4_glgB,0.068583738,0.999823315,-0.138907785,0.757585398,-0.670355932,0.047804026,0.901681282,0.000519954,K00700,9101,Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
MED4_glgB,0.068583738,0.999823315,-0.138907785,0.757585398,-0.670355932,0.047804026,0.901681282,0.000519954,K00700,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
MED4_glgC,0.01621029,0.999823315,0.11791392,0.808721126,-1.355833446,5.27E-05,-0.266642132,0.196259284,K00975,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
MED4_glgC,0.01621029,0.999823315,0.11791392,0.808721126,-1.355833446,5.27E-05,-0.266642132,0.196259284,K00975,9101,Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
MED4_glgC,0.01621029,0.999823315,0.11791392,0.808721126,-1.355833446,5.27E-05,-0.266642132,0.196259284,K00975,9145,Cellular community - prokaryotes,02026 Biofilm formation - Escherichia coli [PATH:ko02026]
MED4_glgP,0.146149944,0.999823315,-0.351886894,0.344614364,1.547243756,2.17E-06,-0.506958891,0.01193033,K00688,9145,Cellular community - prokaryotes,02026 Biofilm formation - Escherichia coli [PATH:ko02026]
MED4_glgP,0.146149944,0.999823315,-0.351886894,0.344614364,1.547243756,2.17E-06,-0.506958891,0.01193033,K00688,9143,Cell growth and death,04217 Necroptosis [PATH:ko04217]
MED4_glgP,0.146149944,0.999823315,-0.351886894,0.344614364,1.547243756,2.17E-06,-0.506958891,0.01193033,K00688,9101,Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
MED4_glgX,0.255539187,0.999823315,0.643249737,0.034497034,2.016930737,1.08E-09,0.089824007,0.708715393,K01214,9101,Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
MED4_glk,0.073247267,0.999823315,-0.236910787,0.552607764,0.267941085,0.529921903,0.978569184,0.001027933,K00845,9110,Biosynthesis of other secondary metabolites,"00524 Neomycin, kanamycin and gentamicin biosynthesis [PATH:ko00524]"
MED4_glk,0.073247267,0.999823315,-0.236910787,0.552607764,0.267941085,0.529921903,0.978569184,0.001027933,K00845,9101,Carbohydrate metabolism,00052 Galactose metabolism [PATH:ko00052]
MED4_glk,0.073247267,0.999823315,-0.236910787,0.552607764,0.267941085,0.529921903,0.978569184,0.001027933,K00845,9101,Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
MED4_glk,0.073247267,0.999823315,-0.236910787,0.552607764,0.267941085,0.529921903,0.978569184,0.001027933,K00845,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
MED4_glk,0.073247267,0.999823315,-0.236910787,0.552607764,0.267941085,0.529921903,0.978569184,0.001027933,K00845,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
MED4_glk,0.073247267,0.999823315,-0.236910787,0.552607764,0.267941085,0.529921903,0.978569184,0.001027933,K00845,9110,Biosynthesis of other secondary metabolites,00521 Streptomycin biosynthesis [PATH:ko00521]
MED4_glmM,0.0290707,0.999823315,-0.006848796,0.991954433,0.72299169,0.221274786,1.090679941,0.000927753,K03431,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
MED4_glmS,0.234823833,0.999823315,0.835577576,0.006619439,0.696159973,0.048436945,0.154311932,0.472309633,K00820,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
MED4_glmS,0.234823833,0.999823315,0.835577576,0.006619439,0.696159973,0.048436945,0.154311932,0.472309633,K00820,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
MED4_glmS,0.234823833,0.999823315,0.835577576,0.006619439,0.696159973,0.048436945,0.154311932,0.472309633,K00820,9112,Enzyme families,01002 Peptidases [BR:ko01002]
MED4_glmU,-0.055678856,0.999823315,-0.246282125,0.447377013,-0.064690864,0.880845955,-0.440108233,0.069174361,K04042,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
MED4_glmU,-0.055678856,0.999823315,-0.246282125,0.447377013,-0.064690864,0.880845955,-0.440108233,0.069174361,K04042,9107,Glycan biosynthesis and metabolism,00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]
MED4_glnA,-0.732966732,0.999823315,-0.618199955,0.145821551,-2.083606034,3.23E-07,-1.118328936,2.52E-08,K01915,9101,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
MED4_glnA,-0.732966732,0.999823315,-0.618199955,0.145821551,-2.083606034,3.23E-07,-1.118328936,2.52E-08,K01915,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
MED4_glnA,-0.732966732,0.999823315,-0.618199955,0.145821551,-2.083606034,3.23E-07,-1.118328936,2.52E-08,K01915,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
MED4_glnA,-0.732966732,0.999823315,-0.618199955,0.145821551,-2.083606034,3.23E-07,-1.118328936,2.52E-08,K01915,9143,Cell growth and death,04217 Necroptosis [PATH:ko04217]
MED4_glnA,-0.732966732,0.999823315,-0.618199955,0.145821551,-2.083606034,3.23E-07,-1.118328936,2.52E-08,K01915,9132,Signal transduction,02020 Two-component system [PATH:ko02020]
MED4_glnA,-0.732966732,0.999823315,-0.618199955,0.145821551,-2.083606034,3.23E-07,-1.118328936,2.52E-08,K01915,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
MED4_glnA,-0.732966732,0.999823315,-0.618199955,0.145821551,-2.083606034,3.23E-07,-1.118328936,2.52E-08,K01915,9102,Energy metabolism,00910 Nitrogen metabolism [PATH:ko00910]
MED4_glnK,-0.91879712,0.999823315,-0.494294446,0.449658117,-1.062517183,0.038181243,-0.015169839,0.98730678,K04751,9132,Signal transduction,02020 Two-component system [PATH:ko02020]
MED4_glnK,-0.91879712,0.999823315,-0.494294446,0.449658117,-1.062517183,0.038181243,-0.015169839,0.98730678,K04752,9192,Genetic information processing,99973 Transcription related proteins
MED4_gloA,-0.043606071,0.999823315,1.039031108,0.000353451,1.681076337,0.000136693,0.720614506,0.0280123,K01759,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
MED4_gloB,-0.079172202,0.999823315,-0.320505038,0.437209872,0.535724958,0.224751584,0.586640125,0.051381124,K01069,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
MED4_glpX,-0.069101978,0.999823315,0.11354103,0.86333012,-2.452786171,1.85E-12,-0.555323708,0.009941157,K11532,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
MED4_glpX,-0.069101978,0.999823315,0.11354103,0.86333012,-2.452786171,1.85E-12,-0.555323708,0.009941157,K11532,9101,Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051]
MED4_glpX,-0.069101978,0.999823315,0.11354103,0.86333012,-2.452786171,1.85E-12,-0.555323708,0.009941157,K11532,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030]
MED4_glpX,-0.069101978,0.999823315,0.11354103,0.86333012,-2.452786171,1.85E-12,-0.555323708,0.009941157,K11532,9102,Energy metabolism,00680 Methane metabolism [PATH:ko00680]
MED4_glpX,-0.069101978,0.999823315,0.11354103,0.86333012,-2.452786171,1.85E-12,-0.555323708,0.009941157,K11532,9102,Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]
MED4_glsF,0.253067197,0.999823315,0.118075946,0.737238182,0.748242997,0.036538615,-0.263641956,0.192632145,K00284,9101,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
MED4_glsF,0.253067197,0.999823315,0.118075946,0.737238182,0.748242997,0.036538615,-0.263641956,0.192632145,K00284,9102,Energy metabolism,00910 Nitrogen metabolism [PATH:ko00910]
MED4_gltA,0.29182467,0.999823315,0.144048323,0.70339321,0.790918745,0.023577296,-0.154497331,0.542164481,K01647,9101,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020]
MED4_gltA,0.29182467,0.999823315,0.144048323,0.70339321,0.790918745,0.023577296,-0.154497331,0.542164481,K01647,9101,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
MED4_gltS,0.031505957,0.999823315,-0.248979025,0.505433242,-1.025987579,0.005235794,-0.2099802,0.443454369,K03312,9131,Membrane transport,02000 Transporters [BR:ko02000]
MED4_gltX,0.53696595,0.999823315,0.23688442,0.546638932,-0.046194232,0.916097041,0.727569878,0.000255631,K01885,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
MED4_gltX,0.53696595,0.999823315,0.23688442,0.546638932,-0.046194232,0.916097041,0.727569878,0.000255631,K01885,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
MED4_gltX,0.53696595,0.999823315,0.23688442,0.546638932,-0.046194232,0.916097041,0.727569878,0.000255631,K01885,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
MED4_gltX,0.53696595,0.999823315,0.23688442,0.546638932,-0.046194232,0.916097041,0.727569878,0.000255631,K01885,9141,Transport and catabolism,02048 Prokaryotic Defense System [BR:ko02048]
MED4_gltX,0.53696595,0.999823315,0.23688442,0.546638932,-0.046194232,0.916097041,0.727569878,0.000255631,K01885,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
MED4_glyA,0.077921638,0.999823315,-0.195210271,0.618782281,0.404645123,0.319347314,-1.126913275,3.48E-07,K00600,9102,Energy metabolism,00680 Methane metabolism [PATH:ko00680]
MED4_glyA,0.077921638,0.999823315,-0.195210271,0.618782281,0.404645123,0.319347314,-1.126913275,3.48E-07,K00600,9108,Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670]
MED4_glyA,0.077921638,0.999823315,-0.195210271,0.618782281,0.404645123,0.319347314,-1.126913275,3.48E-07,K00600,9101,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
MED4_glyA,0.077921638,0.999823315,-0.195210271,0.618782281,0.404645123,0.319347314,-1.126913275,3.48E-07,K00600,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
MED4_glyA,0.077921638,0.999823315,-0.195210271,0.618782281,0.404645123,0.319347314,-1.126913275,3.48E-07,K00600,9106,Metabolism of other amino acids,00460 Cyanoamino acid metabolism [PATH:ko00460]
MED4_glyQ,-0.214024172,0.999823315,-0.438965698,0.225422296,-0.901011784,0.027204993,-0.370187435,0.192216427,K01878,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
MED4_glyQ,-0.214024172,0.999823315,-0.438965698,0.225422296,-0.901011784,0.027204993,-0.370187435,0.192216427,K01878,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
MED4_glyQ,-0.214024172,0.999823315,-0.438965698,0.225422296,-0.901011784,0.027204993,-0.370187435,0.192216427,K01878,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
MED4_glyS,0.055408729,0.999823315,0.147341199,0.715641562,0.447136178,0.267869848,0.58934474,0.005951145,K01879,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
MED4_glyS,0.055408729,0.999823315,0.147341199,0.715641562,0.447136178,0.267869848,0.58934474,0.005951145,K01879,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
MED4_glyS,0.055408729,0.999823315,0.147341199,0.715641562,0.447136178,0.267869848,0.58934474,0.005951145,K01879,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
MED4_gmd,0.029651709,0.999823315,0.04423101,0.917156083,0.328657964,0.424095851,0.743751767,0.004062513,K01711,9101,Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051]
MED4_gmd,0.029651709,0.999823315,0.04423101,0.917156083,0.328657964,0.424095851,0.743751767,0.004062513,K01711,9101,Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
MED4_gmd,0.029651709,0.999823315,0.04423101,0.917156083,0.328657964,0.424095851,0.743751767,0.004062513,K01711,9107,Glycan biosynthesis and metabolism,00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]
MED4_gmhA,-0.064660986,0.999823315,0.089096103,0.837132978,0.718163059,0.047364985,1.035022742,5.00E-05,K03271,9107,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540]
MED4_gmhA,-0.064660986,0.999823315,0.089096103,0.837132978,0.718163059,0.047364985,1.035022742,5.00E-05,K03271,9107,Glycan biosynthesis and metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005]
MED4_gmhB,0.190198413,0.999823315,-0.259785209,0.512313691,-0.020176433,0.971287012,0.105567034,0.772002166,K03271,9107,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540]
MED4_gmhB,0.190198413,0.999823315,-0.259785209,0.512313691,-0.020176433,0.971287012,0.105567034,0.772002166,K03271,9107,Glycan biosynthesis and metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005]
MED4_gmk,-0.338348532,0.999823315,0.060833642,0.902927694,0.547123474,0.253314978,-0.315794089,0.437211888,K00942,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
MED4_gnd,0.112532314,0.999823315,-0.09882459,0.872502109,0.723391347,0.051210077,-0.323659259,0.211698958,K00033,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030]
MED4_gnd,0.112532314,0.999823315,-0.09882459,0.872502109,0.723391347,0.051210077,-0.323659259,0.211698958,K00033,9106,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480]
